,TrainA,TrainB,TrainC,TrainHC,Crews,Crew Wages,Demurrage Fees,Total Cost
646,9,12,15,-1,2,300000,30000,330000
647,17,5,9,-1,1,216000,0,216000
648,12,8,6,13,2,372000,255000,627000
649,8,19,18,-1,2,264000,15000,279000
650,14,10,15,-1,2,237000,15000,252000
651,6,11,10,-1,2,276000,30000,306000
652,8,17,6,-1,2,225000,0,225000
653,11,17,19,-1,2,180000,0,180000
654,7,18,19,-1,2,246000,15000,261000
655,13,12,15,11,2,360000,135000,495000
656,8,5,18,-1,2,264000,15000,279000
657,15,19,13,-1,2,207000,0,207000
658,6,15,11,-1,2,264000,30000,294000
659,16,20,17,-1,2,198000,15000,213000
660,5,16,14,-1,2,264000,15000,279000
661,19,18,13,-1,2,210000,15000,225000
662,12,8,5,12,2,360000,215000,575000
663,11,13,17,-1,2,216000,0,216000
664,17,19,11,-1,2,225000,0,225000
665,6,17,19,-1,2,243000,0,243000
666,7,8,6,-1,2,288000,30000,318000
667,9,17,15,-1,2,180000,0,180000
668,14,13,11,-1,2,231000,15000,246000
669,20,19,7,13,2,312000,45000,357000
670,14,13,6,-1,2,264000,15000,279000
671,11,20,5,-1,1,207000,0,207000
672,19,14,12,-1,2,189000,0,189000
673,16,12,17,-1,2,237000,15000,252000
674,17,5,11,-1,1,216000,0,216000
675,8,18,12,-1,1,216000,0,216000
676,8,10,5,13,2,396000,300000,696000
677,5,11,20,-1,1,216000,0,216000
678,12,16,6,-1,2,264000,30000,294000
679,18,17,10,-1,2,237000,15000,252000
680,17,10,5,-1,1,216000,0,216000
681,20,12,15,-1,2,207000,0,207000
682,13,6,5,-1,2,312000,45000,357000
683,12,13,15,11,2,336000,105000,441000
684,17,19,13,-1,2,216000,0,216000
685,11,20,16,-1,1,207000,0,207000
686,13,15,8,-1,2,264000,15000,279000
687,6,19,16,-1,2,243000,0,243000
688,16,7,5,-1,2,252000,0,252000
689,13,16,9,-1,2,198000,0,198000
690,19,20,12,11,2,336000,60000,396000
691,18,13,19,-1,2,228000,15000,243000
692,8,7,14,-1,2,264000,15000,279000
693,10,6,7,-1,2,270000,15000,285000
694,6,17,13,-1,1,171000,0,171000
695,13,17,14,-1,2,225000,15000,240000
696,14,17,5,-1,2,252000,0,252000
697,12,19,11,13,2,360000,135000,495000
698,15,11,14,-1,2,276000,15000,291000
699,10,7,15,-1,2,252000,0,252000
700,9,11,19,-1,2,216000,0,216000
701,17,12,16,-1,2,210000,15000,225000
702,5,10,17,-1,1,216000,0,216000
703,9,5,19,-1,1,216000,0,216000
704,18,6,10,12,2,360000,340000,700000
705,11,8,12,-1,2,264000,15000,279000
706,17,18,20,-1,2,153000,30000,183000
707,12,8,20,-1,1,216000,0,216000
708,8,15,14,-1,2,276000,30000,306000
709,15,5,18,-1,2,252000,0,252000
710,11,12,7,-1,2,255000,15000,270000
711,20,8,13,12,2,324000,45000,369000
712,6,15,19,-1,1,216000,0,216000
713,18,6,8,-1,2,264000,15000,279000
714,7,9,10,-1,2,276000,15000,291000
715,12,18,8,-1,1,162000,0,162000
716,20,19,15,-1,2,201000,15000,216000
717,19,9,14,-1,2,252000,15000,267000
718,16,12,14,11,2,372000,150000,522000
719,15,19,17,-1,2,249000,0,249000
720,16,13,20,-1,2,225000,0,225000
721,19,13,11,-1,2,252000,0,252000
722,17,12,6,-1,1,216000,0,216000
723,17,15,19,-1,2,213000,0,213000
724,19,8,5,-1,2,264000,15000,279000
725,8,15,11,12,2,372000,165000,537000
726,9,13,20,-1,1,216000,0,216000
727,11,16,7,-1,2,264000,30000,294000
728,8,8,20,-1,1,171000,0,171000
729,6,10,12,-1,2,234000,0,234000
730,11,10,8,-1,2,231000,15000,246000
731,16,18,15,-1,2,180000,30000,210000
732,16,13,8,12,2,360000,265000,625000
733,14,11,20,-1,1,207000,0,207000
734,19,20,10,-1,2,228000,15000,243000
735,10,14,8,-1,2,252000,0,252000
736,8,10,14,-1,2,225000,0,225000
737,15,17,7,-1,2,234000,0,234000
738,14,11,18,-1,2,189000,0,189000
739,6,10,18,11,2,372000,345000,717000
740,13,6,11,-1,2,252000,0,252000
741,14,17,7,-1,2,207000,0,207000
742,10,14,8,-1,2,225000,0,225000
743,14,16,8,-1,2,225000,0,225000
744,17,8,10,-1,2,225000,0,225000
745,18,7,18,-1,1,171000,0,171000
746,14,6,16,11,2,336000,30000,366000
747,8,16,20,-1,1,216000,0,216000
748,11,12,7,-1,2,276000,30000,306000
749,5,15,9,-1,1,207000,0,207000
750,19,5,16,-1,2,225000,0,225000
751,18,12,10,-1,2,216000,0,216000
752,16,14,18,-1,2,213000,0,213000
753,7,6,16,13,2,396000,240000,636000
754,9,12,7,-1,2,300000,30000,330000
755,6,12,9,-1,2,234000,0,234000
756,12,8,15,-1,2,216000,0,216000
757,9,20,19,-1,2,219000,15000,234000
758,6,20,8,-1,2,252000,0,252000
759,9,16,20,-1,1,180000,0,180000
760,14,8,15,12,2,360000,225000,585000
761,5,8,15,-1,1,216000,0,216000
762,13,14,15,-1,2,216000,30000,246000
763,13,16,18,-1,2,231000,0,231000
764,14,7,5,-1,2,252000,0,252000
765,13,19,6,-1,1,216000,0,216000
766,11,12,5,-1,2,264000,15000,279000
767,17,13,11,12,2,336000,120000,456000
768,13,7,19,-1,1,216000,0,216000
769,18,11,20,-1,2,243000,0,243000
770,11,13,17,-1,2,225000,0,225000
771,9,17,8,-1,2,264000,15000,279000
772,15,19,17,-1,2,186000,0,186000
773,6,7,14,-1,2,300000,30000,330000
774,16,9,18,13,2,336000,30000,366000
775,7,15,19,-1,1,216000,0,216000
776,18,15,8,-1,2,252000,0,252000
777,15,8,19,-1,1,216000,0,216000
778,20,10,14,-1,1,198000,0,198000
779,5,6,12,-1,2,312000,45000,357000
780,11,15,9,-1,2,198000,0,198000
781,9,6,17,13,2,372000,170000,542000
782,12,20,19,-1,2,246000,15000,261000
783,20,5,14,-1,1,216000,0,216000
784,17,6,19,-1,2,252000,0,252000
785,7,15,10,-1,2,243000,0,243000
786,18,9,14,-1,1,180000,0,180000
787,16,10,5,-1,2,252000,15000,267000
788,18,9,16,12,2,360000,120000,480000
789,17,10,13,-1,2,252000,0,252000
790,19,16,14,-1,2,207000,0,207000
791,6,18,5,-1,2,276000,30000,306000
792,9,14,15,-1,2,246000,15000,261000
793,18,20,12,-1,2,198000,0,198000
794,14,9,18,-1,1,216000,0,216000
795,14,17,8,12,2,360000,250000,610000
796,18,10,14,-1,1,207000,0,207000
797,8,19,12,-1,1,198000,0,198000
798,9,7,5,-1,2,300000,30000,330000
799,9,19,20,-1,2,174000,15000,189000
800,8,6,15,-1,2,252000,0,252000
801,5,12,14,-1,2,252000,0,252000
802,6,18,10,11,2,336000,75000,411000
803,9,10,13,-1,2,288000,15000,303000
804,13,16,17,-1,2,195000,15000,210000
805,20,9,12,-1,2,252000,0,252000
806,19,10,9,-1,2,246000,15000,261000
807,10,9,6,-1,2,276000,15000,291000
808,10,8,19,-1,2,198000,0,198000
809,6,9,20,13,2,348000,140000,488000
810,15,12,9,-1,2,288000,15000,303000
811,12,18,9,-1,2,225000,0,225000
812,16,15,19,-1,2,216000,15000,231000
813,13,18,17,-1,2,237000,15000,252000
814,17,10,9,-1,2,264000,15000,279000
815,14,20,6,-1,1,216000,0,216000
816,20,17,14,13,2,348000,60000,408000
817,10,19,6,-1,2,252000,15000,267000
818,17,14,16,-1,2,231000,15000,246000
819,13,16,19,-1,2,216000,0,216000
820,5,13,10,-1,2,300000,45000,345000
821,13,8,10,-1,2,216000,0,216000
822,12,14,17,-1,2,189000,0,189000
823,17,5,13,11,2,372000,250000,622000
824,20,5,15,-1,1,216000,0,216000
825,8,17,13,-1,2,264000,30000,294000
826,9,12,15,-1,2,243000,0,243000
827,15,20,15,-1,1,144000,0,144000
828,7,10,17,-1,2,252000,0,252000
829,19,9,11,-1,2,216000,0,216000
830,6,13,9,11,2,372000,290000,662000
831,19,8,9,-1,2,264000,15000,279000
832,7,10,20,-1,2,252000,0,252000
833,19,20,10,-1,2,210000,15000,225000
834,19,9,5,-1,1,216000,0,216000
835,17,20,12,-1,2,216000,0,216000
836,10,19,8,-1,2,252000,0,252000
837,16,5,20,11,2,360000,60000,420000
838,6,10,7,-1,2,324000,90000,414000
839,6,13,5,-1,2,246000,15000,261000
840,13,20,14,-1,2,165000,15000,180000
841,18,8,5,-1,2,264000,15000,279000
842,17,6,12,-1,1,216000,0,216000
843,14,9,17,-1,2,234000,0,234000
844,20,18,8,13,2,336000,45000,381000
845,7,10,20,-1,1,216000,0,216000
846,8,13,19,-1,1,189000,0,189000
847,10,7,12,-1,2,288000,15000,303000
848,8,15,19,-1,1,171000,0,171000
849,19,18,14,-1,2,210000,15000,225000
850,14,10,9,-1,2,300000,30000,330000
851,14,10,17,13,2,348000,135000,483000
852,17,12,9,-1,2,252000,0,252000
853,13,5,19,-1,1,216000,0,216000
854,12,9,7,-1,2,288000,15000,303000
855,8,5,16,-1,2,234000,0,234000
856,15,8,14,-1,2,219000,15000,234000
857,8,14,19,-1,1,189000,0,189000
858,5,12,15,11,2,372000,265000,637000
859,20,10,6,-1,2,252000,15000,267000
860,8,11,17,-1,2,252000,0,252000
861,14,19,7,-1,1,207000,0,207000
862,9,5,6,-1,2,300000,30000,330000
863,19,16,10,-1,2,171000,0,171000
864,6,17,9,-1,2,252000,0,252000
865,17,13,14,12,2,348000,105000,453000
866,7,14,5,-1,2,300000,30000,330000
867,11,12,10,-1,2,234000,30000,264000
868,12,17,18,-1,2,201000,15000,216000
869,8,20,11,-1,2,252000,0,252000
870,8,13,11,-1,2,267000,0,267000
871,16,17,20,-1,2,180000,15000,195000
872,8,18,12,13,2,348000,330000,678000
873,16,13,19,-1,2,216000,0,216000
874,5,8,16,-1,2,264000,15000,279000
875,8,19,15,-1,1,216000,0,216000
876,12,18,11,-1,2,237000,15000,252000
877,10,13,7,-1,2,288000,15000,303000
878,19,15,10,-1,1,153000,0,153000
879,10,6,9,13,2,396000,340000,736000
880,6,7,10,-1,2,324000,90000,414000
881,17,15,16,-1,2,189000,30000,219000
882,13,11,14,-1,2,267000,15000,282000
883,16,15,13,-1,2,213000,15000,228000
884,12,8,17,-1,1,216000,0,216000
885,13,11,15,-1,2,249000,0,249000
886,14,19,6,13,2,348000,75000,423000
887,16,6,7,-1,2,276000,30000,306000
888,10,18,17,-1,2,237000,15000,252000
889,13,20,12,-1,2,219000,15000,234000
890,19,20,16,-1,2,213000,15000,228000
891,20,14,17,-1,2,234000,0,234000
892,8,16,7,-1,2,276000,30000,306000
893,11,6,9,13,2,384000,285000,669000
894,12,20,8,-1,1,216000,0,216000
895,5,17,15,-1,2,252000,0,252000
896,18,10,19,-1,2,246000,15000,261000
897,9,11,13,-1,2,258000,0,258000
898,10,20,18,-1,2,198000,0,198000
899,17,12,19,-1,2,207000,0,207000
900,15,17,5,12,2,360000,235000,595000
901,18,5,20,-1,2,207000,0,207000
902,10,14,8,-1,2,243000,0,243000
903,10,11,15,-1,2,219000,15000,234000
904,20,7,13,-1,1,216000,0,216000
905,9,17,8,-1,2,255000,15000,270000
906,11,20,17,-1,2,198000,0,198000
907,7,15,17,13,2,348000,135000,483000
908,15,9,8,-1,2,252000,0,252000
909,17,20,8,-1,2,207000,0,207000
910,15,18,10,-1,2,225000,0,225000
911,7,17,14,-1,2,252000,0,252000
912,13,18,5,-1,1,216000,0,216000
913,12,16,20,-1,1,162000,0,162000
914,16,20,7,12,2,360000,230000,590000
915,12,8,16,-1,1,216000,0,216000
916,9,10,11,-1,2,279000,30000,309000
917,16,14,19,-1,2,162000,0,162000
918,18,8,16,-1,2,252000,0,252000
919,12,16,8,-1,1,216000,0,216000
920,7,15,18,-1,2,252000,0,252000
921,10,17,20,12,2,324000,75000,399000
922,9,16,19,-1,2,234000,0,234000
923,5,10,7,-1,2,288000,15000,303000
924,12,11,5,-1,2,219000,15000,234000
925,6,9,18,-1,2,216000,0,216000
926,13,17,5,-1,1,207000,0,207000
927,13,20,6,-1,1,207000,0,207000
928,17,9,12,11,2,360000,150000,510000
929,20,14,15,-1,2,228000,15000,243000
930,20,12,10,-1,2,252000,0,252000
931,19,17,13,-1,2,207000,0,207000
932,8,19,10,-1,2,252000,0,252000
933,18,17,10,-1,2,237000,15000,252000
934,13,11,18,-1,2,216000,0,216000
935,8,13,6,11,2,384000,265000,649000
936,20,18,19,-1,2,204000,30000,234000
937,20,10,12,-1,1,216000,0,216000
938,5,16,20,-1,1,198000,0,198000
939,6,14,5,-1,2,264000,15000,279000
940,16,13,18,-1,2,204000,0,204000
941,6,13,16,-1,2,252000,0,252000
942,16,13,17,13,2,312000,15000,327000
943,17,9,5,-1,1,216000,0,216000
944,18,5,10,-1,1,216000,0,216000
945,9,7,11,-1,2,276000,0,276000
946,16,6,7,-1,2,228000,15000,243000
947,9,11,6,-1,2,249000,0,249000
948,10,6,5,-1,2,237000,15000,252000
949,16,13,12,13,2,294000,75000,369000
950,5,11,17,-1,1,216000,0,216000
951,16,17,13,-1,2,204000,15000,219000
952,17,16,7,-1,2,264000,15000,279000
953,13,9,12,-1,2,249000,15000,264000
954,16,19,10,-1,2,207000,0,207000
955,16,15,19,-1,2,225000,15000,240000
956,18,7,19,13,2,348000,245000,593000
957,10,11,8,-1,2,267000,15000,282000
958,17,10,6,-1,1,189000,0,189000
959,19,9,20,-1,2,219000,15000,234000
960,9,16,13,-1,2,243000,0,243000
961,15,11,19,-1,1,180000,0,180000
962,18,10,5,-1,2,252000,15000,267000
963,12,14,16,13,2,348000,180000,528000
964,18,14,6,-1,1,216000,0,216000
965,19,7,11,-1,1,207000,0,207000
966,5,18,12,-1,1,216000,0,216000
967,12,17,20,-1,2,207000,0,207000
968,18,15,6,-1,2,252000,0,252000
969,16,7,17,-1,2,264000,15000,279000
970,9,15,16,11,2,348000,90000,438000
971,18,7,8,-1,2,264000,15000,279000
972,12,10,18,-1,2,225000,0,225000
973,15,13,18,-1,2,198000,0,198000
974,12,19,15,-1,2,234000,0,234000
975,18,6,9,-1,2,252000,0,252000
976,8,13,15,-1,2,252000,0,252000
977,7,13,19,11,2,348000,60000,408000
978,8,14,15,-1,2,264000,15000,279000
979,5,13,11,-1,2,252000,0,252000
980,20,12,11,-1,2,201000,15000,216000
981,15,13,20,-1,2,207000,0,207000
982,7,18,5,-1,2,264000,15000,279000
983,13,12,8,-1,2,246000,15000,261000
984,15,13,8,12,2,348000,120000,468000
985,6,13,5,-1,2,312000,45000,357000
986,6,7,18,-1,2,237000,15000,252000
987,10,11,9,-1,2,234000,30000,264000
988,13,14,12,-1,2,216000,30000,246000
989,19,12,13,-1,2,219000,15000,234000
990,19,14,11,-1,2,234000,0,234000
991,10,19,6,13,2,348000,340000,688000
992,12,17,14,-1,2,207000,0,207000
993,17,18,5,-1,2,264000,15000,279000
994,20,14,7,-1,1,207000,0,207000
995,8,11,15,-1,2,243000,0,243000
996,13,19,10,-1,2,216000,0,216000
997,13,9,12,-1,2,267000,15000,282000
998,5,9,18,13,2,336000,155000,491000
999,19,11,14,-1,2,252000,0,252000
1000,5,9,7,-1,2,300000,30000,330000
1001,5,18,11,-1,1,189000,0,189000
1002,18,13,20,-1,2,180000,0,180000
1003,7,9,15,-1,2,252000,0,252000
1004,6,12,14,-1,2,252000,0,252000
1005,18,15,5,12,2,336000,30000,366000
1006,5,9,18,-1,2,252000,15000,267000
1007,17,13,16,-1,2,222000,15000,237000
1008,14,11,10,-1,2,279000,15000,294000
1009,10,13,5,-1,2,252000,0,252000
1010,7,9,13,-1,2,216000,0,216000
1011,6,5,15,-1,2,255000,15000,270000
1012,10,5,15,11,2,336000,90000,426000
1013,6,16,19,-1,2,252000,0,252000
1014,17,10,13,-1,2,225000,0,225000
1015,15,12,17,-1,2,240000,0,240000
1016,20,16,8,-1,1,216000,0,216000
1017,9,18,5,-1,1,216000,0,216000
1018,19,17,18,-1,2,207000,30000,237000
1019,14,20,11,13,2,348000,210000,558000
1020,12,11,5,-1,2,276000,30000,306000
1021,15,5,16,-1,2,246000,15000,261000
1022,11,12,19,-1,2,201000,15000,216000
1023,8,11,16,-1,2,252000,0,252000
1024,10,7,16,-1,2,243000,0,243000
1025,5,9,5,-1,1,189000,0,189000
1026,18,7,10,13,2,300000,0,300000
1027,13,6,20,-1,1,216000,0,216000
1028,15,16,6,-1,2,264000,15000,279000
1029,13,17,8,-1,1,207000,0,207000
1030,10,12,13,-1,2,258000,15000,273000
1031,8,13,9,-1,2,237000,15000,252000
1032,19,13,11,-1,2,198000,0,198000
1033,20,16,18,11,2,336000,30000,366000
1034,14,17,9,-1,2,252000,0,252000
1035,17,18,12,-1,2,192000,15000,207000
1036,19,15,8,-1,1,216000,0,216000
1037,15,20,10,-1,1,207000,0,207000
1038,7,15,19,-1,1,216000,0,216000
1039,7,13,17,-1,2,252000,15000,267000
1040,7,14,13,12,2,360000,150000,510000
1041,7,11,17,-1,2,252000,15000,267000
1042,19,14,12,-1,2,216000,0,216000
1043,14,9,16,-1,2,252000,0,252000
1044,10,15,19,-1,1,180000,0,180000
1045,9,19,8,-1,2,264000,15000,279000
1046,10,17,5,-1,1,216000,0,216000
1047,5,16,17,12,2,360000,120000,480000
1048,5,10,16,-1,2,252000,15000,267000
1049,19,15,12,-1,2,216000,0,216000
1050,16,17,20,-1,2,234000,15000,249000
1051,14,12,10,-1,2,288000,15000,303000
1052,8,16,13,-1,2,225000,0,225000
1053,7,6,9,-1,2,288000,30000,318000
1054,20,6,13,12,2,288000,30000,318000
1055,9,12,10,-1,2,300000,45000,345000
1056,9,16,11,-1,2,216000,0,216000
1057,12,18,13,-1,2,210000,15000,225000
1058,8,6,18,-1,2,252000,0,252000
1059,14,11,18,-1,2,207000,0,207000
1060,10,15,12,-1,2,243000,0,243000
1061,11,15,10,12,2,372000,210000,582000
1062,5,16,10,-1,2,252000,15000,267000
1063,12,16,11,-1,2,237000,15000,252000
1064,5,9,19,-1,1,216000,0,216000
1065,15,9,6,-1,2,252000,0,252000
1066,11,5,20,-1,1,216000,0,216000
1067,7,6,9,-1,2,288000,30000,318000
1068,19,8,5,12,2,300000,0,300000
1069,12,15,7,-1,2,276000,30000,306000
1070,17,10,18,-1,2,237000,15000,252000
1071,18,13,14,-1,2,210000,15000,225000
1072,7,5,9,-1,2,312000,75000,387000
1073,5,9,8,-1,2,249000,15000,264000
1074,16,10,18,-1,2,171000,0,171000
1075,18,12,6,13,2,348000,165000,513000
1076,20,17,16,-1,2,189000,0,189000
1077,16,15,8,-1,2,264000,15000,279000
1078,14,7,5,-1,2,252000,0,252000
1079,9,15,18,-1,2,207000,0,207000
1080,16,7,12,-1,1,216000,0,216000
1081,17,6,20,-1,2,234000,0,234000
1082,17,12,10,11,2,372000,180000,552000
1083,19,18,10,-1,2,264000,15000,279000
1084,9,7,6,-1,2,300000,45000,345000
1085,12,7,6,-1,2,228000,15000,243000
1086,15,11,19,-1,1,144000,0,144000
1087,19,9,13,-1,1,216000,0,216000
1088,12,16,18,-1,2,243000,0,243000
1089,8,14,15,13,2,348000,150000,498000
1090,17,8,13,-1,1,216000,0,216000
1091,15,6,11,-1,1,216000,0,216000
1092,11,12,7,-1,2,255000,15000,270000
1093,6,5,19,-1,2,246000,15000,261000
1094,10,15,16,-1,2,201000,15000,216000
1095,19,7,18,-1,2,237000,15000,252000
1096,20,8,13,11,2,372000,135000,507000
1097,19,5,15,-1,1,216000,0,216000
1098,8,6,16,-1,2,264000,15000,279000
1099,12,8,14,-1,2,243000,0,243000
1100,16,14,13,-1,2,216000,30000,246000
1101,12,18,8,-1,1,216000,0,216000
1102,17,13,9,-1,1,207000,0,207000
1103,8,20,19,13,2,324000,75000,399000
1104,12,18,8,-1,1,216000,0,216000
1105,6,10,14,-1,2,252000,15000,267000
1106,18,13,15,-1,2,180000,0,180000
1107,16,14,5,-1,2,252000,0,252000
1108,17,8,6,-1,2,252000,0,252000
1109,6,19,18,-1,2,210000,15000,225000
1110,14,12,20,13,2,348000,120000,468000
1111,13,10,15,-1,2,243000,0,243000
1112,9,16,5,-1,1,198000,0,198000
1113,8,20,5,-1,2,243000,0,243000
1114,20,5,8,-1,2,234000,0,234000
1115,20,18,13,-1,2,171000,0,171000
1116,13,15,20,-1,2,225000,0,225000
1117,5,17,9,11,2,396000,355000,751000
1118,10,7,8,-1,2,312000,60000,372000
1119,11,14,12,-1,2,225000,30000,255000
1120,12,18,17,-1,2,210000,15000,225000
1121,5,11,6,-1,2,312000,45000,357000
1122,5,20,18,-1,2,180000,0,180000
1123,12,9,19,-1,2,234000,0,234000
1124,8,5,17,12,2,384000,195000,579000
1125,20,9,12,-1,2,252000,0,252000
1126,7,13,6,-1,2,264000,15000,279000
1127,20,15,7,-1,1,198000,0,198000
1128,18,19,6,-1,2,237000,15000,252000
1129,5,13,12,-1,2,264000,15000,279000
1130,13,19,18,-1,2,183000,15000,198000
1131,10,8,13,11,2,384000,335000,719000
1132,5,12,6,-1,2,336000,75000,411000
1133,9,16,8,-1,2,219000,15000,234000
1134,6,11,7,-1,2,255000,15000,270000
1135,14,6,15,-1,2,237000,15000,252000
1136,16,12,18,-1,2,171000,0,171000
1137,13,5,13,-1,1,216000,0,216000
1138,17,16,15,11,2,318000,30000,348000
1139,12,14,5,-1,2,264000,15000,279000
1140,13,10,11,-1,2,252000,30000,282000
1141,17,20,18,-1,2,180000,30000,210000
1142,11,6,15,-1,2,288000,30000,318000
1143,14,15,5,-1,2,264000,15000,279000
1144,20,10,12,-1,2,189000,0,189000
1145,8,12,17,13,2,348000,165000,513000
1146,18,19,10,-1,2,219000,15000,234000
1147,16,15,19,-1,2,216000,15000,231000
1148,11,8,5,-1,2,312000,45000,357000
1149,18,16,13,-1,2,186000,0,186000
1150,7,16,11,-1,2,252000,15000,267000
1151,18,12,15,-1,2,198000,0,198000
1152,18,14,10,12,2,360000,195000,555000
1153,20,12,19,-1,2,219000,15000,234000
1154,15,20,11,-1,1,189000,0,189000
1155,8,14,17,-1,2,264000,15000,279000
1156,14,6,17,-1,2,252000,0,252000
1157,18,15,6,-1,2,243000,0,243000
1158,17,20,7,-1,2,216000,0,216000
1159,13,9,16,13,2,300000,15000,315000
1160,17,12,9,-1,2,243000,0,243000
1161,9,16,8,-1,2,255000,15000,270000
1162,17,10,20,-1,2,207000,0,207000
1163,11,6,9,-1,2,288000,15000,303000
1164,7,14,5,-1,2,234000,0,234000
1165,17,12,20,-1,2,162000,0,162000
1166,14,5,20,13,2,348000,235000,583000
1167,7,11,18,-1,1,216000,0,216000
1168,17,20,14,-1,2,189000,0,189000
1169,15,13,12,-1,2,288000,30000,318000
1170,9,7,11,-1,2,276000,0,276000
1171,19,10,18,-1,2,192000,15000,207000
1172,13,15,7,-1,2,252000,0,252000
1173,16,12,13,12,2,312000,45000,357000
1174,6,18,9,-1,2,234000,0,234000
1175,20,10,5,-1,1,207000,0,207000
1176,6,8,18,-1,2,243000,0,243000
1177,10,9,8,-1,2,243000,30000,273000
1178,20,12,19,-1,2,183000,15000,198000
1179,11,7,8,-1,2,300000,30000,330000
1180,17,5,15,13,2,324000,45000,369000
1181,12,16,14,-1,2,258000,0,258000
1182,15,8,5,-1,2,252000,0,252000
1183,11,7,15,-1,1,198000,0,198000
1184,18,8,12,-1,1,207000,0,207000
1185,6,15,17,-1,2,252000,0,252000
1186,14,6,13,-1,2,255000,15000,270000
1187,5,12,13,11,2,336000,90000,426000
1188,19,15,12,-1,2,225000,0,225000
1189,9,19,17,-1,2,252000,0,252000
1190,18,12,8,-1,1,207000,0,207000
1191,15,7,16,-1,2,264000,15000,279000
1192,20,7,10,-1,2,234000,0,234000
1193,8,9,19,-1,2,237000,15000,252000
1194,19,20,12,11,2,336000,45000,381000
1195,11,8,12,-1,2,300000,45000,345000
1196,7,13,14,-1,2,255000,15000,270000
1197,17,6,10,-1,1,198000,0,198000
1198,5,10,14,-1,1,216000,0,216000
1199,11,8,20,-1,2,234000,0,234000
1200,11,19,16,-1,2,207000,0,207000
1201,19,16,6,12,2,360000,190000,550000
1202,10,6,5,-1,2,288000,15000,303000
1203,15,8,18,-1,2,180000,0,180000
1204,16,11,17,-1,2,219000,15000,234000
1205,16,7,13,-1,2,252000,0,252000
1206,17,9,19,-1,2,225000,0,225000
1207,18,20,11,-1,2,207000,0,207000
1208,10,16,20,11,2,372000,90000,462000
1209,5,14,8,-1,2,312000,45000,357000
1210,5,11,12,-1,2,264000,15000,279000
1211,6,10,16,-1,1,180000,0,180000
1212,5,16,17,-1,2,246000,15000,261000
1213,7,15,6,-1,2,255000,15000,270000
1214,13,9,20,-1,1,162000,0,162000
1215,5,12,19,11,2,372000,205000,577000
1216,11,16,6,-1,2,288000,30000,318000
1217,5,13,14,-1,2,264000,15000,279000
1218,13,17,9,-1,1,162000,0,162000
1219,12,17,6,-1,1,216000,0,216000
1220,12,19,20,-1,2,237000,15000,252000
1221,11,19,12,-1,2,246000,15000,261000
1222,7,15,12,13,2,348000,305000,653000
1223,5,9,18,-1,1,216000,0,216000
1224,6,7,17,-1,2,264000,15000,279000
1225,10,6,11,-1,2,237000,15000,252000
1226,13,5,16,-1,2,234000,0,234000
1227,11,15,6,-1,1,189000,0,189000
1228,14,17,9,-1,2,225000,0,225000
1229,5,14,12,13,2,348000,180000,528000
1230,19,11,14,-1,1,198000,0,198000
1231,17,19,5,-1,2,234000,0,234000
1232,10,9,17,-1,2,237000,15000,252000
1233,11,8,5,-1,2,288000,15000,303000
1234,14,6,20,-1,1,171000,0,171000
1235,17,9,7,-1,2,243000,0,243000
1236,7,6,14,12,2,372000,175000,547000
1237,19,6,8,-1,2,252000,0,252000
1238,19,5,7,-1,2,243000,0,243000
1239,19,16,11,-1,2,180000,0,180000
1240,17,19,11,-1,2,234000,0,234000
1241,11,16,12,-1,2,237000,15000,252000
1242,12,11,16,-1,2,237000,15000,252000
1243,11,20,7,13,2,348000,285000,633000
1244,13,15,20,-1,1,180000,0,180000
1245,6,17,16,-1,2,264000,15000,279000
1246,14,11,12,-1,2,243000,30000,273000
1247,16,10,7,-1,2,243000,0,243000
1248,14,19,15,-1,2,183000,15000,198000
1249,14,13,5,-1,2,276000,30000,306000
1250,10,16,14,11,2,372000,165000,537000
1251,18,12,6,-1,2,252000,15000,267000
1252,13,8,5,-1,2,288000,15000,303000
1253,9,6,17,-1,2,225000,0,225000
1254,10,18,5,-1,1,207000,0,207000
1255,16,12,10,-1,2,207000,0,207000
1256,11,7,17,-1,1,216000,0,216000
1257,6,17,12,11,2,360000,120000,480000
1258,15,7,16,-1,2,264000,15000,279000
1259,6,12,11,-1,2,276000,30000,306000
1260,12,18,13,-1,2,192000,15000,207000
1261,6,14,7,-1,2,264000,15000,279000
1262,20,13,5,-1,1,216000,0,216000
1263,9,15,10,-1,2,237000,15000,252000
1264,19,20,14,12,2,336000,45000,381000
1265,15,11,9,-1,1,216000,0,216000
1266,7,13,8,-1,2,246000,15000,261000
1267,10,6,20,-1,1,198000,0,198000
1268,11,6,17,-1,1,216000,0,216000
1269,15,13,14,-1,2,225000,30000,255000
1270,9,18,7,-1,2,252000,0,252000
1271,20,9,13,12,2,348000,105000,453000
1272,17,15,19,-1,2,240000,0,240000
1273,16,13,6,-1,2,264000,15000,279000
